NumberOfExample,AverageQuadraticErrorTest,AverageQuadraticErrorLearning,MistakePerEpochTest,MistakePerEpochLearning
135000.0,12.31211851506874,12.86774539785237,14.674999999999999,15.512500000000001
140000.0,12.098243209176681,12.65670068359888,14.6,15.416666666666668
145000.0,12.010925890588426,12.444299064475228,14.274999999999999,14.94375
150000.0,12.024285223415147,12.510012818073465,14.424999999999999,14.964583333333334
155000.0,11.996493843504433,12.373883926160726,14.233333333333334,15.079166666666666
160000.0,11.63439092878182,12.00712324207293,14.2,14.691666666666666
165000.0,11.55798969648824,11.942565845866163,14.524999999999999,14.722916666666666
170000.0,11.355821950586343,11.567950273422161,14.35,14.393749999999999
175000.0,11.282543446921894,11.66473320108891,14.174999999999999,14.445833333333333
180000.0,11.283476645333646,11.712267611028581,13.566666666666666,14.28125
185000.0,12.247037186298966,12.77678437479041,14.508333333333335,15.283333333333331
190000.0,11.942045991627856,12.393335235447832,14.45,15.227083333333333
195000.0,11.737263572777703,12.063141681059525,14.391666666666666,14.783333333333335
